TransectGroup,SPECIES,Count.FF,Count.POV,Count.BM,Count.TC,Photo.ID,BSS.1,BSS.2,BSS.3,Glare.1,Glare.2,Glare.3,BH.W,BH.F,BH.WF,BH.FW,BH.2F1W,BH.B,BH.BW,BH.Piling,BH.P,BH.F1W,BH.M,BH.H,BH.R,platform,Group,sp.group,Transect
20120318_002 13,WWSC,0,0,0,0,397,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,white-winged scoter,20120318_002
20120318_002 13,BLSC,0,0,0,0,397,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,black scoter,20120318_002
20120318_002 14,BAGO,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,Barrow's goldeneye,20120318_002
20120318_002 14,COGO,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,common goldeneye,20120318_002
20120318_002 14,BUFF,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,bufflehead,20120318_002
20120318_002 14,AMWI,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,American wigeon,20120318_002
20120318_002 14,EUWI,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,Eurasian wigeon,20120318_002
20120318_002 14,MALL,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,mallard duck,20120318_002
20120318_002 14,NOPI,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,northern pintail,20120318_002
20120318_002 14,COGO,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,common goldeneye,20120318_002
20120318_002 14,BAGO,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,Barrow's goldeneye,20120318_002
20120318_002 14,HADU,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,Harlequin duck,20120318_002
20120318_002 14,LTDU,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,long-tailed duck,20120318_002
20120318_002 14,COME,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,common merganser,20120318_002
20120318_002 14,RBME,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,red-breasted merganser,20120318_002
20120318_002 14,RUDU,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,ruddy duck,20120318_002
20120318_002 14,SCAU,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,scaup,20120318_002
20120318_002 14,SUSC,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,surf scoter,20120318_002
20120318_002 14,WWSC,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,white-winged scoter,20120318_002
20120318_002 14,BLSC,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,black scoter,20120318_002
20120318_002 4,BAGO,0,0,0,0,313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2 4,Barrow's goldeneye,20120318_002
20120318_002 4,COGO,0,0,0,0,313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2 4,common goldeneye,20120318_002
20120318_002 5,BUFF,0,0,0,0,328,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2 5,bufflehead,20120318_002
20120318_002 5,AMWI,0,0,0,0,328,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2 5,American wigeon,20120318_002
20120318_002 5,EUWI,0,0,0,0,328,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2 5,Eurasian wigeon,20120318_002
20120318_002 5,MALL,0,0,0,0,328,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2 5,mallard duck,20120318_002
20120318_002 5,NOPI,0,0,0,0,328,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2 5,northern pintail,20120318_002
20120318_002 5,COGO,0,0,0,0,328,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2 5,common goldeneye,20120318_002
20120318_002 5,BAGO,0,0,0,0,328,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2 5,Barrow's goldeneye,20120318_002
20120318_002 5,HADU,0,0,0,0,328,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2 5,Harlequin duck,20120318_002
20120318_002 5,LTDU,0,0,0,0,328,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2 5,long-tailed duck,20120318_002
20120318_002 5,COME,0,0,0,0,328,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2 5,common merganser,20120318_002
20120318_002 5,RBME,0,0,0,0,328,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2 5,red-breasted merganser,20120318_002
20120318_002 5,RUDU,0,0,0,0,328,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2 5,ruddy duck,20120318_002
20120318_002 5,SCAU,0,0,0,0,328,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2 5,scaup,20120318_002
20120318_002 5,SUSC,0,0,0,0,328,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2 5,surf scoter,20120318_002
20120318_002 5,WWSC,0,0,0,0,328,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2 5,white-winged scoter,20120318_002
20120318_002 5,BLSC,0,0,0,0,328,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2 5,black scoter,20120318_002
20120318_003 10,BUFF,0,0,0,0,537,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,bufflehead,20120318_003
20120318_003 10,AMWI,0,0,0,0,537,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,American wigeon,20120318_003
20120318_003 10,EUWI,0,0,0,0,537,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,Eurasian wigeon,20120318_003
20120318_003 10,MALL,0,0,0,0,537,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,mallard duck,20120318_003
20120318_003 10,NOPI,0,0,0,0,537,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,northern pintail,20120318_003
20120318_003 10,COGO,0,0,0,0,537,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,common goldeneye,20120318_003
20120318_003 10,BAGO,0,0,0,0,537,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,Barrow's goldeneye,20120318_003
20120318_003 10,HADU,0,0,0,0,537,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,Harlequin duck,20120318_003
20120318_003 10,LTDU,0,0,0,0,537,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,long-tailed duck,20120318_003
20120318_003 10,COME,0,0,0,0,537,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,common merganser,20120318_003
20120318_003 10,RBME,0,0,0,0,537,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,red-breasted merganser,20120318_003
20120318_003 10,RUDU,0,0,0,0,537,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,ruddy duck,20120318_003
20120318_003 10,SCAU,0,0,0,0,537,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,scaup,20120318_003
20120318_003 10,SUSC,0,0,0,0,537,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,surf scoter,20120318_003
20120318_003 10,WWSC,0,0,0,0,537,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,white-winged scoter,20120318_003
20120318_003 10,BLSC,0,0,0,0,537,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,black scoter,20120318_003
20120318_003 11,BAGO,0,0,0,0,541,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,Barrow's goldeneye,20120318_003
20120318_003 11,COGO,0,0,0,0,541,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,common goldeneye,20120318_003
20120318_003 12,SUSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,surf scoter,20120318_003
20120318_003 12,WWSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,white-winged scoter,20120318_003
20120318_003 12,BLSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,black scoter,20120318_003
20120318_003 13,BAGO,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,Barrow's goldeneye,20120318_003
20120318_003 13,COGO,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,common goldeneye,20120318_003
20120318_003 16,SUSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,surf scoter,20120318_003
20120318_003 16,WWSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,white-winged scoter,20120318_003
20120318_003 16,BLSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,black scoter,20120318_003
20120318_003 16,BUFF,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,bufflehead,20120318_003
20120318_003 16,COGO,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,common goldeneye,20120318_003
20120318_003 16,BAGO,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,Barrow's goldeneye,20120318_003
20120318_003 16,HADU,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,Harlequin duck,20120318_003
20120318_003 16,LTDU,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,long-tailed duck,20120318_003
20120318_003 16,COME,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,common merganser,20120318_003
20120318_003 16,RBME,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,red-breasted merganser,20120318_003
20120318_003 16,RUDU,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,ruddy duck,20120318_003
20120318_003 16,SCAU,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,scaup,20120318_003
20120318_003 16,SUSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,surf scoter,20120318_003
20120318_003 16,WWSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,white-winged scoter,20120318_003
20120318_003 16,BLSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,black scoter,20120318_003
20120318_003 16,BUFF,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,bufflehead,20120318_003
20120318_003 16,AMWI,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,American wigeon,20120318_003
20120318_003 16,EUWI,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,Eurasian wigeon,20120318_003
20120318_003 16,MALL,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,mallard duck,20120318_003
20120318_003 16,NOPI,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,northern pintail,20120318_003
20120318_003 16,COGO,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,common goldeneye,20120318_003
20120318_003 16,BAGO,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,Barrow's goldeneye,20120318_003
20120318_003 16,HADU,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,Harlequin duck,20120318_003
20120318_003 16,LTDU,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,long-tailed duck,20120318_003
20120318_003 16,COME,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,common merganser,20120318_003
20120318_003 16,RBME,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,red-breasted merganser,20120318_003
20120318_003 16,RUDU,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,ruddy duck,20120318_003
20120318_003 16,SCAU,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,scaup,20120318_003
20120318_003 16,SUSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,surf scoter,20120318_003
20120318_003 16,WWSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,white-winged scoter,20120318_003
20120318_003 16,BLSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,black scoter,20120318_003
20120318_003 7,BAGO,0,0,0,0,514,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3 7,Barrow's goldeneye,20120318_003
20120318_003 7,COGO,0,0,0,0,514,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3 7,common goldeneye,20120318_003
20120318_004 1,BUFF,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4 1,bufflehead,20120318_004
20120318_004 1,AMWI,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4 1,American wigeon,20120318_004
20120318_004 1,EUWI,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4 1,Eurasian wigeon,20120318_004
20120318_004 1,MALL,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4 1,mallard duck,20120318_004
20120318_004 1,NOPI,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4 1,northern pintail,20120318_004
20120318_004 1,COGO,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4 1,common goldeneye,20120318_004
20120318_004 1,BAGO,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4 1,Barrow's goldeneye,20120318_004
20120318_004 1,HADU,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4 1,Harlequin duck,20120318_004
20120318_004 1,LTDU,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4 1,long-tailed duck,20120318_004
20120318_004 1,COME,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4 1,common merganser,20120318_004
20120318_004 1,RBME,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4 1,red-breasted merganser,20120318_004
20120318_004 1,RUDU,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4 1,ruddy duck,20120318_004
20120318_004 1,SCAU,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4 1,scaup,20120318_004
20120318_004 1,SUSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4 1,surf scoter,20120318_004
20120318_004 1,WWSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4 1,white-winged scoter,20120318_004
20120318_004 1,BLSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4 1,black scoter,20120318_004
20120318_004 12,SUSC,0,0,0,0,651,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,surf scoter,20120318_004
20120318_004 12,WWSC,0,0,0,0,651,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,white-winged scoter,20120318_004
20120318_004 12,BLSC,0,0,0,0,651,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,black scoter,20120318_004
20120318_004 13,BUFF,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,bufflehead,20120318_004
20120318_004 13,COGO,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,common goldeneye,20120318_004
20120318_004 13,BAGO,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,Barrow's goldeneye,20120318_004
20120318_004 13,HADU,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,Harlequin duck,20120318_004
20120318_004 13,LTDU,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,long-tailed duck,20120318_004
20120318_004 13,COME,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,common merganser,20120318_004
20120318_004 13,RBME,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,red-breasted merganser,20120318_004
20120318_004 13,RUDU,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,ruddy duck,20120318_004
20120318_004 13,SCAU,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,scaup,20120318_004
20120318_004 13,SUSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,surf scoter,20120318_004
20120318_004 13,WWSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,white-winged scoter,20120318_004
20120318_004 13,BLSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,black scoter,20120318_004
20120318_004 13,BUFF,0,0,0,0,658,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,bufflehead,20120318_004
20120318_004 13,AMWI,0,0,0,0,658,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,American wigeon,20120318_004
20120318_004 13,EUWI,0,0,0,0,658,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,Eurasian wigeon,20120318_004
20120318_004 13,MALL,0,0,0,0,658,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,mallard duck,20120318_004
20120318_004 13,NOPI,0,0,0,0,658,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,northern pintail,20120318_004
20120318_004 13,COGO,0,0,0,0,658,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,common goldeneye,20120318_004
20120318_004 13,BAGO,0,0,0,0,658,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,Barrow's goldeneye,20120318_004
20120318_004 13,HADU,0,0,0,0,658,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,Harlequin duck,20120318_004
20120318_004 13,LTDU,0,0,0,0,658,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,long-tailed duck,20120318_004
20120318_004 13,COME,0,0,0,0,658,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,common merganser,20120318_004
20120318_004 13,RBME,0,0,0,0,658,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,red-breasted merganser,20120318_004
20120318_004 13,RUDU,0,0,0,0,658,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,ruddy duck,20120318_004
20120318_004 13,SCAU,0,0,0,0,658,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,scaup,20120318_004
20120318_004 13,SUSC,0,0,0,0,658,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,surf scoter,20120318_004
20120318_004 13,WWSC,0,0,0,0,658,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,white-winged scoter,20120318_004
20120318_004 13,BLSC,0,0,0,0,658,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,black scoter,20120318_004
20120318_004 3,BUFF,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 3,bufflehead,20120318_004
20120318_004 3,COGO,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 3,common goldeneye,20120318_004
20120318_004 3,BAGO,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 3,Barrow's goldeneye,20120318_004
20120318_004 3,HADU,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 3,Harlequin duck,20120318_004
20120318_004 3,LTDU,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 3,long-tailed duck,20120318_004
20120318_004 3,COME,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 3,common merganser,20120318_004
20120318_004 3,RBME,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 3,red-breasted merganser,20120318_004
20120318_004 3,RUDU,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 3,ruddy duck,20120318_004
20120318_004 3,SCAU,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 3,scaup,20120318_004
20120318_004 3,SUSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 3,surf scoter,20120318_004
20120318_004 3,WWSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 3,white-winged scoter,20120318_004
20120318_004 3,BLSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 3,black scoter,20120318_004
20120318_007 1,BUFF,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7 1,bufflehead,20120318_007
20120318_007 1,COGO,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7 1,common goldeneye,20120318_007
20120318_007 1,BAGO,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7 1,Barrow's goldeneye,20120318_007
20120318_007 1,HADU,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7 1,Harlequin duck,20120318_007
20120318_007 1,LTDU,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7 1,long-tailed duck,20120318_007
20120318_007 1,COME,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7 1,common merganser,20120318_007
20120318_007 1,RBME,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7 1,red-breasted merganser,20120318_007
20120318_007 1,RUDU,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7 1,ruddy duck,20120318_007
20120318_007 1,SCAU,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7 1,scaup,20120318_007
20120318_007 1,SUSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7 1,surf scoter,20120318_007
20120318_007 1,WWSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7 1,white-winged scoter,20120318_007
20120318_007 1,BLSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7 1,black scoter,20120318_007
20120318_007 13,COLO,0,0,0,0,1061,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,common loon,20120318_007
20120318_007 13,PALO,0,0,0,0,1061,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,Pacific loon,20120318_007
20120318_007 13,RTLO,0,0,0,0,1061,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,red-throated loon,20120318_007
20120318_007 14,SUSC,0,0,0,0,1065,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,surf scoter,20120318_007
20120318_007 14,WWSC,0,0,0,0,1065,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,white-winged scoter,20120318_007
20120318_007 14,BLSC,0,0,0,0,1065,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,black scoter,20120318_007
20120318_007 5,RNGR,0,0,0,0,982,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7 5,red-necked grebe,20120318_007
20120318_007 5,HOGR,0,0,0,0,982,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7 5,horned grebe,20120318_007
20120318_007 5,WEGR,0,0,0,0,982,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7 5,western grebe,20120318_007
20120318_007 7,SUSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7 7,surf scoter,20120318_007
20120318_007 7,WWSC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7 7,white-winged scoter,20120318_007
